연번,지방청,경찰서,관서명,구분,전화번호,주소
303,부산청,부산사하,괴정,지구대,051-292-0070,부산광역시 사하구 낙동대로 264
304,부산청,부산사하,하단,지구대,051-205-0113,부산광역시 사하구 하신중앙로 316
305,부산청,부산사하,감천,지구대,051-208-0112,부산광역시 사하구 감천로103
306,부산청,부산사하,다대,지구대,051-265-2322,부산광역시 사하구 다송로 46
307,부산청,부산사하,신평,파출소,051-204-2924,부산광역시 사하구 하신중앙로 171
308,부산청,부산사하,장림,파출소,051-261-3571,부산광역시 사하구 다대로 239
309,부산청,부산연제,토곡,지구대,051-751-0112,부산광역시 연제구 과정로 164번길 16
310,부산청,부산연제,연일,지구대,051-861-7150,부산광역시 연제구 반송로 18
311,부산청,부산연제,거제,지구대,051-862-0042,부산광역시 연제구 거제대로178번길 51-1
312,부산청,부산연제,연산,파출소,051-864-3867,부산광역시 연제구 연수로 207-1
313,부산청,부산연제,망미1,파출소,051-761-0112,부산광역시 수영구 망미로8번길 74
314,부산청,부산연제,수영망미2,파출소,051-752-1120,부산광역시 수영구 수영성로 36-1(수영동)
315,부산청,부산강서,가락,파출소,051-971-8112,부산광역시 강서구 가락대로 1465
316,부산청,부산강서,강동,파출소,051-971-1113,부산광역시 강서구 제도로 1191
317,부산청,부산강서,대저,파출소,051-971-1112,부산광역시 강서구 대저로 284
318,부산청,부산강서,공항,파출소,051-971-0112,부산광역시 강서구 공항진입로 39
319,부산청,부산강서,녹산,파출소,051-971-5112,부산광역시 강서구 낙동남로604번길 2-17
320,부산청,부산강서,신호,파출소,051-831-1661,부산광역시 강서구 녹산산단335로 12-22
321,부산청,부산강서,명지,파출소,051-271-1112,부산광역시 강서구 영강길19번길 48
322,부산청,부산강서,가덕도,파출소,051-972-0112,부산광역시 강서구 동선길 134
323,부산청,부산강서,지사,파출소,051-971-6112,부산광역시 강서구 과학산단2로20번길 7-20
324,부산청,부산북부,덕천,지구대,051-332-6477,부산광역시 북구 금곡대로 66-8
325,부산청,부산북부,구포,지구대,051-342-0112,부산광역시 북구 시랑로79번길 3
326,부산청,부산북부,만덕,지구대,051-3370-112,부산광역시 북구 은행나무로36번가길 24
327,부산청,부산북부,화명,지구대,051-365-0113,부산광역시 북구 용당로 6
328,부산청,부산북부,금곡,파출소,051-361-6112,부산광역시 북구 금곡대로 462
329,부산청,부산기장,기장,지구대,051-721-2112,부산광역시 기장군 기장읍 차성동로 94-6 기장지구대
330,부산청,부산기장,일광,파출소,051-721-3112,부산광역시 기장군 일광면 일광로 77-15
331,부산청,부산기장,장안,파출소,051-727-0112,부산광역시 기장군 장안읍 해맞이로 5 장안파출소
332,부산청,부산기장,정관,지구대,051-727-3112,부산광역시 기장군 정관읍 용수로 17 정관지구대
333,부산청,부산기장,철마,파출소,051-721-9112,부산광역시 기장군 철마면 철마로 473
334,대구청,대구중부,서문,지구대,053-420-1302,대구광역시 중구 국채보상로 99길 12
335,대구청,대구중부,동덕,지구대,053-420-1306,대구광역시 중구 국채보상로 140길 16
336,대구청,대구중부,남산,지구대,053-420-1304,대구광역시 중구 달구벌대로 2048
337,대구청,대구중부,중앙,파출소,053-420-1311,대구광역시 중구 중앙대로 382
338,대구청,대구동부,큰고개,지구대,053-960-3309,대구광역시 동구 효목로19길 143
339,대구청,대구동부,동촌,지구대,053-960-3305,대구광역시 동구 해동로 184
340,대구청,대구동부,안심,지구대,053-960-0112,대구광역시 동구 반야월로 219
341,대구청,대구동부,남신암,지구대,053-960--3304,대구광역시 동구 대현로 126 
342,대구청,대구동부,동대구,지구대,053-960-3316,대구광역시 동구 동대구로85길 53 
343,대구청,대구동부,팔공,파출소,053-960-3301,대구광역시 동구 팔공로 197길 47
344,대구청,대구동부,공산,파출소,053-960-3302,대구광역시 동구 파계로 546
345,대구청,대구동부,봉무불로,파출소,053-960-3307,대구광역시 동구 위남로9
346,대구청,대구동부,동내혁신,파출소,053-960-3706,대구광역시 동구 동내로 120
347,대구청,대구서부,비원,지구대,053-608-3308,대구광역시 서구 고성로 83
348,대구청,대구서부,평산,지구대,053-608-3309,대구광역시 서구 달서로26길 1
349,대구청,대구서부,서도,지구대,053-608-3307,대구광역시 서구 국채보상로 260
350,대구청,대구서부,이현,지구대,053-608-3311,대구광역시 서구 국채보상로 117
351,대구청,대구서부,내당4동,파출소,053-608-3303,대구광역시 서구 달구벌대로 1737
352,대구청,대구남부,봉천,지구대,053-475-0112,대구광역시 남구 봉덕로 87
353,대구청,대구남부,동대명,지구대,053-474-0112,대구광역시 남구 양지로 100
354,대구청,대구남부,서대명,파출소,053-627-0112,대구광역시 남구 현충로 51
355,대구청,대구남부,대명,파출소,053-625-0112,대구광역시 남구 두류공원로 113
356,대구청,대구남부,남대명,파출소,053-653-0113,대구광역시 남구 대명남로 55
357,대구청,대구북부,노원,지구대,053-380-5302,대구광역시 북구 오봉로 122
358,대구청,대구북부,복현,지구대,053-380-5303,대구광역시 북구 경진로1길 50
359,대구청,대구북부,고성,지구대,053-380-5301,대구광역시 북구 침산로 24
360,대구청,대구북부,산격,지구대,053-380-5304,대구광역시 북구 연암로 114
361,대구청,대구수성,고산,지구대,053-600-6303,대구광역시 수성구 고산로 150
362,대구청,대구수성,황금,지구대,053-600-6318,대구광역시 수성구 청수로 245
363,대구청,대구수성,만촌,지구대,053-600-6305,대구광역시 수성구 무열로 111
364,대구청,대구수성,상동,지구대,053-600-6312,대구광역시 수성구 들안로 54
365,대구청,대구수성,지산,지구대,053-600-6315,대구광역시 수성구 지범로 155
366,대구청,대구수성,범어,지구대,053-600-6307,대구광역시 수성구 동대구로 313
367,대구청,대구수성,파동,파출소,053-600-6317,대구광역시 수성구 파동로 2길 30
368,대구청,대구달서,월배,지구대,053-632-0112,대구광역시 달서구 월배로 108
369,대구청,대구달서,상인,지구대,053-638-0112,대구광역시 달서구 상인서로 36
370,대구청,대구달서,송현,지구대,053-631-0112,대구광역시 달서구 학산로 184
371,대구청,대구달서,월성,파출소,053-635-0112,대구광역시 달서구 월성로 69
372,대구청,대구달서,대곡,파출소,053-662-6333,대구광역시 달서구 갈밭로 51
373,대구청,대구성서,신당,지구대,053-609-0301,대구광역시 달서구 선원로 62
374,대구청,대구성서,죽전,파출소,053-609-0303,대구광역시 달서구 용산로 212
375,대구청,대구성서,성당,파출소,053-609-0313,대구광역시 달서구 구마로39길 83-16
376,대구청,대구성서,두류3동,파출소,053-609-0312,대구광역시 달서구 야외음악당로 202
377,대구청,대구성서,성서,파출소,053-609-0316,대구광역시 달서구 달구벌대로 1327
378,대구청,대구성서,용산,파출소,053-609-0315,대구광역시 달서구 선원로 276
379,대구청,대구성서,두류,파출소,053-609-0311,대구광역시 달서구 야외음악당로 280
380,대구청,대구성서,감삼,파출소,053-609-0318,대구광역시 달서구 달구벌대로 1606
381,대구청,대구달성,가창,파출소,053-660-8301,대구광역시 달성군 가창면 가창로 1076
382,대구청,대구달성,공단,파출소,053-615-5113,대구광역시 달성군 논공읍 논공중앙로33길 7
383,대구청,대구달성,논공,파출소,053-660-8304,대구광역시 달성군 논공읍 비슬로 1788
384,대구청,대구달성,구지,파출소,053-660-8303,대구광역시 달성군 구지면 창리로11길 51
385,대구청,대구달성,화남,파출소,053-632-0113,대구광역시 달성군 화원읍 비슬로 2480
386,대구청,대구달성,화원,파출소,053-632-1112,대구광역시 달성군 화원읍 비슬로 2595
387,대구청,대구달성,옥포,파출소,053-660-8306,대구광역시 달성군 옥포면 비슬로 2294 
388,대구청,대구달성,다사,파출소,053-585-3112,대구광역시 달성군 다사읍 세천로 100 
389,대구청,대구달성,현풍,파출소,053-660-8309,대구광역시 달성군 현풍면 현풍중앙로 70
390,대구청,대구달성,유가,파출소,053-660-8307,대구광역시 달성군 현풍면 테크노상업로 99
391,대구청,대구달성,하빈,파출소,053-660-8308,대구광역시 달성군 하빈면 달구벌대로 55길 58-4
392,대구청,대구강북,동천,지구대,053-380-3192,대구광역시 북구 구암로 157
393,대구청,대구강북,강북,지구대,053-380-3191,대구광역시 북구 동암로 171 
394,대구청,대구강북,무태,파출소,053-380-3193,대구광역시 북구 서변로 62
395,대구청,대구강북,관문,파출소,053-380-3190,대구광역시 북구 한강로 103
396,인천청,인천중부,신흥,지구대,032-887-5112,인천광역시 중구 서해대로 399
397,인천청,인천중부,송림,지구대,032-772-8112,인천광역시 동구 송림로 46-1
398,인천청,인천중부,하인천,지구대,032-761-2228,인천광역시 중구 제물량로 266
399,인천청,인천중부,공항,지구대,032-751-1112,인천광역시 중구 흰바위로27번길 12
400,인천청,인천중부,연안,파출소,032-887-9112,인천광역시 중구 연안부두로 22 
401,인천청,인천중부,영흥,파출소,032-886-7112,인천광역시 옹진군 영흥면 영흥북로 29
402,인천청,인천중부,북도,파출소,032-752-4112,인천광역시 옹진군 시도로 61번길 93
403,인천청,인천중부,대청,파출소,032-836-2112,인천광역시 옹진군 대청로 7번길 9
404,인천청,인천중부,연평,파출소,032-832-3112,인천광역시 옹진군 연평면 연평로137번길 5
405,인천청,인천중부,백령,파출소,032-836-0112,인천광역시 옹진군 백령면 백령로278번길 57
406,인천청,인천중부,덕적,파출소,032-831-9112,인천광역시 옹진군 덕적면 덕적북로 117번길
407,인천청,인천중부,용유,파출소,032-746-3112,인천광역시 중구 마시란로 314-20 
408,인천청,인천중부,송현,파출소,032-763-8112,인천광역시 동구 수문통로 77
409,인천청,인천중부,동인천,파출소,032-761-0112,인천광역시 중구 참외전로 119
410,인천청,인천중부,서흥,파출소,032-772-0112,인천광역시 동구 샛골로 195 
411,인천청,인천중부,영종,지구대,032-751-6112,인천광역시 중구 중산동 1878-8
412,인천청,인천미추홀,학동,지구대,032-717-9301,인천광역시 남구 학익소로 63번길 92 
413,인천청,인천미추홀,숭의,지구대,032-717-9303,인천광역시 남구 석정로 24 
414,인천청,인천미추홀,도화,지구대,032-717-9305,인천광역시 남구 석정로 225 
415,인천청,인천미추홀,주안역,지구대,032-717-9307,인천광역시 남구 주안로 71 
416,인천청,인천미추홀,주안,지구대,032-717-9311,인천광역시 남구 경원대로793번길 5 
417,인천청,인천미추홀,문학,지구대,032-717-9313,인천광역시 남구 소성로 340
418,인천청,인천미추홀,주안2,파출소,032-717-9319,인천광역시 남구 한나루로 566
419,인천청,인천미추홀,용오,파출소,032-717-9315,인천광역시 남구 용오로 24
420,인천청,인천미추홀,석암,파출소,032-717-9317,인천광역시 남구 경인로 455-1
421,인천청,인천남동,만수,지구대,032-718-9311,인천광역시 남동구 만수서로68
422,인천청,인천남동,구월,지구대,032-718-9303,인천광역시 남동구 문화서로49번길16
423,인천청,인천남동,간석,지구대,032-718-9305,인천광역시 남동구 석산로176
424,인천청,인천남동,정각,지구대,032-718-9302,인천광역시 남동구 용천로74
425,인천청,인천남동,간석4,파출소,032-718-9307,인천광역시 남동구 석정로552번길7
426,인천청,인천부평,철마,지구대,032-363-1003,인천광역시 부평구 마장로251
427,인천청,인천부평,동암,지구대,032-363-1002,인천광역시 부평구 배곶로 50 
428,인천청,인천부평,역전,지구대,032-363-1001,"인천광역시 부평구 광장로 6, 역전지구대"
429,인천청,인천부평,백운,파출소,032)363-1005,인천광역시 부평구 마장로 84
430,인천청,인천부평,청천,지구대,032-363-1006,인천광역시 부평구 안남로 307
431,인천청,인천부평,부평2,파출소,032-363-1004,인천광역시 부평구 부영로 33 부평2 파출소
432,인천청,인천서부,검단,지구대,032-563-0112,인천광역시 서구 완정로 181
